iMS-100 ,1101323,2,1,2024/06/18,08:31:38, 6148,01:35:03,Meisei                          ,+36.26500,+139.20139, +55,  +2,Observer's name                 ,Observation is ended                                            ,  +0,1
08:25:23,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1013.0, 24.70,76.10,1013.0, 24.60,  0.00,75.30,  0.00,  0.10, 0.80,No above in BL check                                            
+1.1013230e+06,+0.0000000e+00,+1.6044320e+06,+2.2200000e+02,+1.3044980e+06,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00,+1.0527140e+06,+1.5000000e+01
+1.1013230e+06,+6.0000000e+01,+3.9970001e+01,+3.5029999e+01,+2.0010000e+01,-9.9999998e-03,-3.9990002e+01,-5.0009998e+01,-5.9990002e+01,-6.9900002e+01,-7.5089996e+01,-8.0070000e+01,-8.4980003e+01,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00
+1.1013230e+06,+6.5650600e-01,+1.2407500e+00,+1.4702400e+00,+2.5445299e+00,+5.7251201e+00,+4.0298401e+01,+7.1324501e+01,+1.3027800e+02,+2.4378200e+02,+3.4133401e+02,+4.6884900e+02,+6.3810602e+02,+0.0000000e+00,+0.0000000e+00,+0.0000000e+00
+1.1013230e+06,+3.5947700e+03,-3.1834099e+03,+9.5729303e+02,-9.9751701e+01,-3.6373047e+01,+9.9566681e+01,+5.6232470e-01,-2.8462141e+00,+4.0309800e-07,+2.8198899e-04,+3.3392501e-03,+0.0000000e+00,+0.0000000e+00,+3.0000000e+00,+0.0000000e+00
Time(LT UTC+09.0),DCnt,ST,RE,SondeN, FCnt,AGC,  rcvFREQ,WM,   WD,    WS, Height, Xdistanc, Ydistanc,GF,HDP, PDP,GeodetLat, GeodetLon,V,Press0,Temp0,Humi0,  FE,   FRT,   FTI,   FVH,   FVL,  FSP1,  FSP2,  FSP3,  FSP4,N,N1,N2,N3,N4,N5,N6,N7,N8
08:24:14,    4,2,4,-------,00024,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,1,------, 24.8, 75.0,0000,363.43,  0.00,327.88,354.33,  0.00,  2.15,201.17,  0.00,0,--,--,--,--,--,--,--,--
08:24:15,    6,2,4,-------,00026,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.9,0000,363.43,  0.00,327.79,354.33,  0.00,  2.16,  0.00,  0.00,0,--,--,--,--,--,--,--,--
08:24:16,    8,2,4,-------,00028,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.9,0000,363.43,  0.00,327.79,354.33,  0.00,  2.16,201.03,  0.00,0,--,--,--,--,--,--,--,--
08:24:17,   10,2,4,-------,00030,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.8,0000,363.43,  0.00,327.89,354.33,  0.00,  2.16,  0.00,  0.00,0,--,--,--,--,--,--,--,--
08:24:18,   12,2,4,1101323,00032,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.8,0000,363.43,  0.00,327.89,354.33,  0.00,  2.16,200.97,  0.00,0,--,--,--,--,--,--,--,--
08:24:19,   14,2,4,1101323,00034,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.7,0000,363.43,  0.00,327.81,354.33,  0.00,  2.16,  0.00,  0.00,0,--,--,--,--,--,--,--,--
08:24:20,   16,2,4,1101323,00036,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.6,0000,363.42,  0.00,327.81,354.33,  0.00,  2.16,200.93,  0.00,0,--,--,--,--,--,--,--,--
08:24:21,   18,2,4,1101323,00038,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.6,0000,363.42,  0.00,327.77,354.33,  0.00,  2.16,  0.00,  0.00,0,--,--,--,--,--,--,--,--
08:24:22,   20,2,4,1101323,00040,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.6,0000,363.43,  0.00,327.77,354.33,  0.00,  2.16,200.81,  0.00,0,--,--,--,--,--,--,--,--
08:24:23,   22,2,4,1101323,00042,  0,401.50131,1,180.00,  0.00,    0.0,---------,---------,0,----,----,---------,----------,0,1013.2, 24.8, 74.5,0000,363.43,  0.00,327.83,354.33,  0.00,  2.16,  0.00,  0.00,0,--,--,--,--,--,--,--,--
